partid,aspect_ind,sentiment,age,sex,yearsofedu,job,income,qual_focused,qual_effort,remembered,similarity,duration,rating,aspect,r_risk,r_frequency,r_social,r_situation,r_control,r_active,aspect_ind_cat,r_risk_binary,r_risk_binary_n,n_aspects,n_seeking,n_avoiding,s_aspects,m_aspects,m_risk,s_risk,p_social,p_situation,p_control,p_active,rank_frequency,med_frequency,mean_sentiment,max_sentiment,min_sentiment,SMRD
p1ro9fujga,5,-2,56,female,16,unemployed,0_1k,95,91,21,38,1121,3,I tend to avoid risk by not eating expired foods.,-22,NA,0,0,controllable,active,Aspect #5,Contra,-1,13,0,13,-13,-1,-25.076923076923077,-326,0,0.23076923076923078,1,1,NA,3,-1.0769230769230769,0,-2,-1
p1ro9fujga,6,-1,56,female,16,unemployed,0_1k,95,91,21,38,1121,3,I avoid risk by getting an annual physical.,-29,year,0,1,controllable,active,Aspect #6,Contra,-1,13,0,13,-13,-1,-25.076923076923077,-326,0,0.23076923076923078,1,1,4,3,-1.0769230769230769,0,-2,-1
p1ro9fujga,7,-1,56,female,16,unemployed,0_1k,95,91,21,38,1121,3,I avoid risk by wearing a seatbelt.,-28,day,0,0,controllable,active,NA,Contra,-1,13,0,13,-13,-1,-25.076923076923077,-326,0,0.23076923076923078,1,1,1,3,-1.0769230769230769,0,-2,-1
p1ro9fujga,8,0,56,female,16,unemployed,0_1k,95,91,21,38,1121,3,I avoid risk by cooking all meat to a safe temperature.,-21,day,0,0,controllable,active,NA,Contra,-1,13,0,13,-13,-1,-25.076923076923077,-326,0,0.23076923076923078,1,1,1,3,-1.0769230769230769,0,-2,-1
p1ro9fujga,9,-1,56,female,16,unemployed,0_1k,95,91,21,38,1121,3,I avoid risk by taking vitamins daily.,-11,day,0,1,controllable,active,NA,Contra,-1,13,0,13,-13,-1,-25.076923076923077,-326,0,0.23076923076923078,1,1,1,3,-1.0769230769230769,0,-2,-1
p1ro9fujga,10,-1,56,female,16,unemployed,0_1k,95,91,21,38,1121,3,I avoid risk by using a separate cutting board for raw chicken.,-20,week,0,0,controllable,active,NA,Contra,-1,13,0,13,-13,-1,-25.076923076923077,-326,0,0.23076923076923078,1,1,2,3,-1.0769230769230769,0,-2,-1
p1ro9fujga,11,-1,56,female,16,unemployed,0_1k,95,91,21,38,1121,3,I avoid risk by having a mammogram annually.,-27,year,0,1,controllable,active,NA,Contra,-1,13,0,13,-13,-1,-25.076923076923077,-326,0,0.23076923076923078,1,1,4,3,-1.0769230769230769,0,-2,-1
p1ro9fujga,12,-1,56,female,16,unemployed,0_1k,95,91,21,38,1121,3,I avoid risk by having insurance on my house and cars.,-34,month,0,0,controllable,active,NA,Contra,-1,13,0,13,-13,-1,-25.076923076923077,-326,0,0.23076923076923078,1,1,3,3,-1.0769230769230769,0,-2,-1
p1ro9fujga,13,-1,56,female,16,unemployed,0_1k,95,91,21,38,1121,3,I avoid risk by having health insurance.,-29,month,0,0,controllable,active,NA,Contra,-1,13,0,13,-13,-1,-25.076923076923077,-326,0,0.23076923076923078,1,1,3,3,-1.0769230769230769,0,-2,-1
p1taj15j1d,1,0,36,male,16,employed,1k_2k,100,100,0,46,247,7,risk is related to reward,36,week,0,0,controllable,passive,Aspect #1,Pro,1,5,5,0,5,1,34.8,174,0,0.4,1,0.6,2,2,-0.25,1,-2,1
p1taj15j1d,2,0,36,male,16,employed,1k_2k,100,100,0,46,247,7,risk adds fun to life,29,week,0,0,controllable,passive,Aspect #2,Pro,1,5,5,0,5,1,34.8,174,0,0.4,1,0.6,2,2,-0.25,1,-2,1
p1taj15j1d,3,-2,36,male,16,employed,1k_2k,100,100,0,46,247,7,risk is domination of fear,35,month,0,0,controllable,active,Aspect #3,Pro,1,5,5,0,5,1,34.8,174,0,0.4,1,0.6,3,2,-0.25,1,-2,1
p1taj15j1d,5,1,36,male,16,employed,1k_2k,100,100,0,46,247,7,i usually end up on the winning side,35,day,0,1,controllable,active,Aspect #5,Pro,1,5,5,0,5,1,34.8,174,0,0.4,1,0.6,1,2,-0.25,1,-2,1
p2chi38atk,1,0,33,male,10,employed,0_1k,100,100,0,100,219,2,i dont have much in the first place so i cant afford to lose what I have,-50,month,0,1,controllable,active,Aspect #1,Contra,-1,2,0,2,-2,-1,-40.5,-81,0,0.5,1,0.5,3,3,0,0,0,-1
p2chi38atk,2,0,33,male,10,employed,0_1k,100,100,0,100,219,2,I dont really think taking risks is worth it,-31,month,0,0,NA,passive,Aspect #2,Contra,-1,2,0,2,-2,-1,-40.5,-81,0,0.5,1,0.5,3,3,0,0,0,-1
p2cuoibpid,1,-1,25,female,16,employed,3k_4k,100,100,21,78,284,3,I don't want to get into trouble,-26,month,0,1,uncontrollable,passive,Aspect #1,Contra,-1,3,0,3,-3,-1,-18,-54,0,0.3333333333333333,0.6666666666666666,0.6666666666666666,3,3,-1.5,-1,-2,-1
p2cuoibpid,2,-2,25,female,16,employed,3k_4k,100,100,21,78,284,3,Risks are dangerous,-26,year,0,0,controllable,active,Aspect #2,Contra,-1,3,0,3,-3,-1,-18,-54,0,0.3333333333333333,0.6666666666666666,0.6666666666666666,4,3,-1.5,-1,-2,-1
p2igo6qgaa,2,-1,46,female,16,employed,3k_4k,100,95,0,66,379,6,I don't like to risk my health,-39,day,0,1,controllable,active,Aspect #2,Contra,-1,6,3,3,0,0,-0.8333333333333334,-5,0,1,0.6666666666666666,1,1,2,-1,-1,-1,-0.3333333333333333
p2igo6qgaa,4,-1,46,female,16,employed,3k_4k,100,95,0,66,379,6,I am not afraid to do something I have never done before.,35,week,0,1,controllable,active,Aspect #4,Pro,1,6,3,3,0,0,-0.8333333333333334,-5,0,1,0.6666666666666666,1,2,2,-1,-1,-1,-0.3333333333333333
p2igo6qgaa,5,-1,46,female,16,employed,3k_4k,100,95,0,66,379,6,Being scared of something doesn't stop me.,23,week,0,1,controllable,active,Aspect #5,Pro,1,6,3,3,0,0,-0.8333333333333334,-5,0,1,0.6666666666666666,1,2,2,-1,-1,-1,-0.3333333333333333
p2qr5d02ht,1,-1,25,male,4,employed,2k_3k,81,82,60,60,113,6,Both I will take the risk if it will benefit me more than the fail.,9,week,1,1,uncontrollable,passive,Aspect #1,Pro,1,1,1,0,1,1,9,9,1,1,0,0,2,2,-1,-1,-1,1
p2rebuo7c3,3,-1,48,male,14,employed,5k_x,100,100,62,63,342,9,Without risks there are no rewards,50,day,NA,NA,controllable,active,Aspect #3,Pro,1,4,4,0,4,1,35.25,141,0,1,1,1,1,1,-1.5,-1,-2,1
p2rebuo7c3,4,-2,48,male,14,employed,5k_x,100,100,62,63,342,9,scared money makes no money when taking risks,40,day,NA,1,NA,active,Aspect #4,Pro,1,4,4,0,4,1,35.25,141,0,1,1,1,1,1,-1.5,-1,-2,1
p2ss3vbadg,1,-1,25,female,12,selfemployed,0_1k,100,100,0,63,465,3,I consider whether or not the risk will have an impact on my son.,-47,day,0,0,uncontrollable,active,Aspect #1,Contra,-1,4,1,3,-2,-0.5,-26,-104,0,0.5,0.5,1,1,1,-1,0,-2,-1
p2ss3vbadg,2,-1,25,female,12,selfemployed,0_1k,100,100,0,63,465,3,I consider whether the risk will have an impact on other family members.,-29,day,0,0,controllable,active,Aspect #2,Contra,-1,4,1,3,-2,-0.5,-26,-104,0,0.5,0.5,1,1,1,-1,0,-2,-1
p2ss3vbadg,3,0,25,female,12,selfemployed,0_1k,100,100,0,63,465,3,I consider whether the reward of the risk is something I can't easily do without.,-37,week,0,1,uncontrollable,active,Aspect #3,Contra,-1,4,1,3,-2,-0.5,-26,-104,0,0.5,0.5,1,2,1,-1,0,-2,-1
p2ss3vbadg,4,-2,25,female,12,selfemployed,0_1k,100,100,0,63,465,3,I consider whether the consequence of the risk is something I can manage without too much hassle.,9,day,0,1,controllable,active,Aspect #4,Pro,1,4,1,3,-2,-0.5,-26,-104,0,0.5,0.5,1,1,1,-1,0,-2,-1
p35a1ai7bf,1,2,64,male,13,employed,5k_x,100,100,0,100,574,1,I'm not much of a gambler as I much prefer the odds in my favor,-50,week,0,NA,controllable,active,Aspect #1,Contra,-1,3,0,3,-3,-1,-50,-150,0.5,1,0.6666666666666666,1,2,2.5,-0.3333333333333333,2,-2,-1
p35a1ai7bf,2,-2,64,male,13,employed,5k_x,100,100,0,100,574,1,I lost a great deal of money in the stock market by taking risks.,-50,month,NA,1,uncontrollable,active,Aspect #2,Contra,-1,3,0,3,-3,-1,-50,-150,0.5,1,0.6666666666666666,1,3,2.5,-0.3333333333333333,2,-2,-1
p35a1ai7bf,3,-1,64,male,13,employed,5k_x,100,100,0,100,574,1,There are people that will take risks and people that won't. I won't.,-50,NA,1,NA,controllable,active,Aspect #3,Contra,-1,3,0,3,-3,-1,-50,-150,0.5,1,0.6666666666666666,1,NA,2.5,-0.3333333333333333,2,-2,-1
p3dcqbv326,2,1,29,female,14,selfemployed,4k_5k,100,100,63,66,217,7,I am a easy going person and don’t want to change my life.,-38,day,1,1,uncontrollable,passive,Aspect #2,Contra,-1,2,1,1,0,0,0,0,0.5,1,0,0,1,1.5,1,1,1,1
p3jalp38g1,1,-2,35,female,16,employed,1k_2k,100,100,29,66,262,8,I would rather regret something I did do than regret that I didn't try something.,50,less_reg,0,1,controllable,active,Aspect #1,Pro,1,4,4,0,4,1,50,200,0,1,1,1,5,5,-1.25,0,-2,1
p3jalp38g1,2,0,35,female,16,employed,1k_2k,100,100,29,66,262,8,"Usually when I take calculated risks that are well thought-out, I have fair to good results.",50,less_reg,0,1,controllable,active,Aspect #2,Pro,1,4,4,0,4,1,50,200,0,1,1,1,5,5,-1.25,0,-2,1
p3jalp38g1,3,-2,35,female,16,employed,1k_2k,100,100,29,66,262,8,Life gets boring if I don't take any risks.,50,less_reg,0,1,NA,NA,Aspect #3,Pro,1,4,4,0,4,1,50,200,0,1,1,1,5,5,-1.25,0,-2,1
p3jalp38g1,4,-1,35,female,16,employed,1k_2k,100,100,29,66,262,8,"If I want to get ahead, some risks are pretty much inevitable.",50,less_reg,0,1,controllable,active,Aspect #4,Pro,1,4,4,0,4,1,50,200,0,1,1,1,5,5,-1.25,0,-2,1
p3lera2r97,1,-1,37,female,18,employed,5k_x,100,100,0,100,254,0,I don't like losing,-50,day,0,0,uncontrollable,passive,Aspect #1,Contra,-1,5,0,5,-5,-1,-50,-250,0,0,0.8,0.8,1,1,0,1,-1,-1
p3lera2r97,2,1,37,female,18,employed,5k_x,100,100,0,100,254,0,I want to be safe,-50,day,0,0,controllable,active,Aspect #2,Contra,-1,5,0,5,-5,-1,-50,-250,0,0,0.8,0.8,1,1,0,1,-1,-1
p3st2t8d7r,2,1,34,male,16,employed,2k_3k,100,100,27,78,236,3,I sometimes like to have fun.,17,week,0,0,controllable,active,Aspect #2,Pro,1,4,1,3,-2,-0.5,-24.5,-98,0,0,1,1,2,1.5,0,1,-2,0.5
p3st2t8d7r,3,-2,34,male,16,employed,2k_3k,100,100,27,78,236,3,I don't want to get hurt or hurt anyone else.,-41,month,0,0,controllable,active,Aspect #3,Contra,-1,4,1,3,-2,-0.5,-24.5,-98,0,0,1,1,3,1.5,0,1,-2,0.5
p3st2t8d7r,4,1,34,male,16,employed,2k_3k,100,100,27,78,236,3,I believe in being safe rather than sorry.,-34,day,0,0,controllable,active,Aspect #4,Contra,-1,4,1,3,-2,-0.5,-24.5,-98,0,0,1,1,1,1.5,0,1,-2,0.5
p420mfq59t,1,0,24,male,16,employed,2k_3k,95,100,15,29,269,6,I like to take financial risks at my age because I can afford to do so.,37,month,0,0,uncontrollable,active,Aspect #1,Pro,1,3,1,2,-1,-0.3333333333333333,-8,-24,0,0,0,0.3333333333333333,3,2,-1,0,-2,1
p420mfq59t,2,-1,24,male,16,employed,2k_3k,95,100,15,29,269,6,I don't like taking risks in the way that I don't like unknowns.,-32,week,0,0,uncontrollable,passive,Aspect #2,Contra,-1,3,1,2,-1,-0.3333333333333333,-8,-24,0,0,0,0.3333333333333333,2,2,-1,0,-2,1
p420mfq59t,3,-2,24,male,16,employed,2k_3k,95,100,15,29,269,6,I don't like taking risks because I fear what might happen,-29,week,0,0,uncontrollable,passive,Aspect #3,Contra,-1,3,1,2,-1,-0.3333333333333333,-8,-24,0,0,0,0.3333333333333333,2,2,-1,0,-2,1
p42e0m765p,1,-1,68,female,14,retired,2k_3k,100,77,4,61,785,4,I am a person who is willing to take risks up to a point.,1,NA,0,1,NA,active,Aspect #1,Pro,1,7,4,3,1,0.14285714285714285,-2.857142857142857,-20,0.14285714285714285,1,0.6666666666666666,1,NA,4,-0.6,1,-2,1
p42e0m765p,2,1,68,female,14,retired,2k_3k,100,77,4,61,785,4,I will accept any risk in order to protect a loved one.,44,less_once,1,1,uncontrollable,active,Aspect #2,Pro,1,7,4,3,1,0.14285714285714285,-2.857142857142857,-20,0.14285714285714285,1,0.6666666666666666,1,6,4,-0.6,1,-2,1
p42e0m765p,3,0,68,female,14,retired,2k_3k,100,77,4,61,785,4,"I will accept any risk to protect a child, anyone's child.",38,less_once,0,1,controllable,active,Aspect #3,Pro,1,7,4,3,1,0.14285714285714285,-2.857142857142857,-20,0.14285714285714285,1,0.6666666666666666,1,6,4,-0.6,1,-2,1
p42e0m765p,5,-2,68,female,14,retired,2k_3k,100,77,4,61,785,4,"I try to avoid taking risks that are obvious losers, i.e., I will not date my ex-husband.",-48,NA,0,1,controllable,active,Aspect #5,Contra,-1,7,4,3,1,0.14285714285714285,-2.857142857142857,-20,0.14285714285714285,1,0.6666666666666666,1,NA,4,-0.6,1,-2,1
p42e0m765p,6,-1,68,female,14,retired,2k_3k,100,77,4,61,785,4,"I try to avoid risks that are easily prevented, i.e., I do get a flu shot every year.  Thus I hugh reduce my chances of getting the flu.",-47,year,0,1,controllable,active,Aspect #6,Contra,-1,7,4,3,1,0.14285714285714285,-2.857142857142857,-20,0.14285714285714285,1,0.6666666666666666,1,4,4,-0.6,1,-2,1
p42f7pvrt2,1,-2,47,female,13,unemployed,2k_3k,100,100,0,62,1303,1,I would be uncertain of the outcome when taking a risk.,-50,NA,0,0,uncontrollable,passive,Aspect #1,Contra,-1,7,0,7,-7,-1,-49.714285714285715,-348,0,0.2,0,0.2857142857142857,NA,3,-1.7142857142857142,-1,-2,-1
p42f7pvrt2,2,-2,47,female,13,unemployed,2k_3k,100,100,0,62,1303,1,Thinking of taking a risk causes me extreme anxiety.,-50,month,0,1,uncontrollable,passive,Aspect #2,Contra,-1,7,0,7,-7,-1,-49.714285714285715,-348,0,0.2,0,0.2857142857142857,3,3,-1.7142857142857142,-1,-2,-1
p42f7pvrt2,3,-2,47,female,13,unemployed,2k_3k,100,100,0,62,1303,1,The thought of taking a risk is fearful.,-50,NA,NA,NA,uncontrollable,passive,Aspect #3,Contra,-1,7,0,7,-7,-1,-49.714285714285715,-348,0,0.2,0,0.2857142857142857,NA,3,-1.7142857142857142,-1,-2,-1
p42f7pvrt2,4,-1,47,female,13,unemployed,2k_3k,100,100,0,62,1303,1,"When taking a risk the outcome could be not what is expected, and the outcome is final.",-50,NA,0,0,uncontrollable,passive,Aspect #4,Contra,-1,7,0,7,-7,-1,-49.714285714285715,-348,0,0.2,0,0.2857142857142857,NA,3,-1.7142857142857142,-1,-2,-1
p42f7pvrt2,5,-1,47,female,13,unemployed,2k_3k,100,100,0,62,1303,1,"When taking a risk, there are no do-overs.",-48,NA,0,0,uncontrollable,active,Aspect #5,Contra,-1,7,0,7,-7,-1,-49.714285714285715,-348,0,0.2,0,0.2857142857142857,NA,3,-1.7142857142857142,-1,-2,-1
p42f7pvrt2,6,-2,47,female,13,unemployed,2k_3k,100,100,0,62,1303,1,I have a son so taking a risk could put his livelihood in jeopardy.,-50,NA,0,0,NA,active,Aspect #6,Contra,-1,7,0,7,-7,-1,-49.714285714285715,-348,0,0.2,0,0.2857142857142857,NA,3,-1.7142857142857142,-1,-2,-1
p42f7pvrt2,7,-2,47,female,13,unemployed,2k_3k,100,100,0,62,1303,1,It is irresponsible of me to even consider taking a risk.,-50,NA,0,NA,uncontrollable,passive,NA,Contra,-1,7,0,7,-7,-1,-49.714285714285715,-348,0,0.2,0,0.2857142857142857,NA,3,-1.7142857142857142,-1,-2,-1
p4b9eblea9,1,-1,35,male,16,employed,2k_3k,100,100,6,53,295,8,I am willing to risk a lot if it depends on my own hard work and intelligence to get me through the situation.,24,year,0,0,controllable,active,Aspect #1,Pro,1,3,3,0,3,1,29.333333333333332,88,0.3333333333333333,0,1,1,4,4,-0.6666666666666666,0,-1,1
p4b9eblea9,2,-1,35,male,16,employed,2k_3k,100,100,6,53,295,8,I am willing to look into the future and judge all the possible consequences of a risk.,22,month,0,0,controllable,active,Aspect #2,Pro,1,3,3,0,3,1,29.333333333333332,88,0.3333333333333333,0,1,1,3,4,-0.6666666666666666,0,-1,1
p4b9eblea9,3,0,35,male,16,employed,2k_3k,100,100,6,53,295,8,Some of the most successful people in the world have taken risks.,42,year,1,0,controllable,active,Aspect #3,Pro,1,3,3,0,3,1,29.333333333333332,88,0.3333333333333333,0,1,1,4,4,-0.6666666666666666,0,-1,1
p4oucjvdm1,1,-1,29,male,16,employed,1k_2k,90,96,0,73,316,2,Avoid loss,-41,less_once,1,0,controllable,active,Aspect #1,Contra,-1,2,0,2,-2,-1,-40,-80,1,0,0.5,1,6,5.5,-1,-1,-1,-1
p4oucjvdm1,2,-1,29,male,16,employed,1k_2k,90,96,0,73,316,2,Avoid injury,-39,less_reg,1,0,uncontrollable,active,Aspect #2,Contra,-1,2,0,2,-2,-1,-40,-80,1,0,0.5,1,5,5.5,-1,-1,-1,-1
p59eed6ltn,1,-1,24,male,17,employed,4k_5k,100,100,6,30,205,8,I am willing to risk more money to get a chance at a higher return.,50,week,0,0,uncontrollable,active,Aspect #1,Pro,1,3,3,0,3,1,41.333333333333336,124,0,0,0.6666666666666666,0.6666666666666666,2,3,-1,-1,-1,1
p59eed6ltn,2,-1,24,male,17,employed,4k_5k,100,100,6,30,205,8,I have a mindset that it'll be my only opportunity to take the risk.,39,month,0,0,controllable,active,Aspect #2,Pro,1,3,3,0,3,1,41.333333333333336,124,0,0,0.6666666666666666,0.6666666666666666,3,3,-1,-1,-1,1
p59eed6ltn,3,-1,24,male,17,employed,4k_5k,100,100,6,30,205,8,Most of the time the risks paid off.,35,month,0,0,controllable,passive,Aspect #3,Pro,1,3,3,0,3,1,41.333333333333336,124,0,0,0.6666666666666666,0.6666666666666666,3,3,-1,-1,-1,1
p5f7h569tl,1,-2,45,female,14,employed,0_1k,97,96,40,38,738,1,I have a lot of anxiety so avoid risks.,-50,day,0,1,uncontrollable,passive,Aspect #1,Contra,-1,8,0,8,-8,-1,-43.125,-345,0,1,0.625,0.625,1,2,-1.75,-1,-2,-1
p5f7h569tl,2,-1,45,female,14,employed,0_1k,97,96,40,38,738,1,I take a long time to make decisions to try and avoid making the wrong one.,-50,week,0,1,controllable,active,Aspect #2,Contra,-1,8,0,8,-8,-1,-43.125,-345,0,1,0.625,0.625,2,2,-1.75,-1,-2,-1
p5f7h569tl,6,-2,45,female,14,employed,0_1k,97,96,40,38,738,1,I am scared of failure.,-50,week,0,1,uncontrollable,passive,Aspect #6,Contra,-1,8,0,8,-8,-1,-43.125,-345,0,1,0.625,0.625,2,2,-1.75,-1,-2,-1
p5f7h569tl,8,-2,45,female,14,employed,0_1k,97,96,40,38,738,1,I'm scared of pain,-50,month,0,1,uncontrollable,passive,NA,Contra,-1,8,0,8,-8,-1,-43.125,-345,0,1,0.625,0.625,3,2,-1.75,-1,-2,-1
p5pi6t9gsd,1,0,50,female,14,unemployed,5k_x,100,95,1,81,357,1,I think risks are generally unsafe and I prefer to act safely.,-42,day,0,0,controllable,active,Aspect #1,Contra,-1,3,0,3,-3,-1,-39,-117,0,0,1,1,1,3,0.3333333333333333,2,-1,-1
p5pi6t9gsd,2,-1,50,female,14,unemployed,5k_x,100,95,1,81,357,1,If something is risky you usually have a good chance of missing out on something else and I feel better not taking the chance.,-43,month,0,0,controllable,active,Aspect #2,Contra,-1,3,0,3,-3,-1,-39,-117,0,0,1,1,3,3,0.3333333333333333,2,-1,-1
p5pi6t9gsd,3,2,50,female,14,unemployed,5k_x,100,95,1,81,357,1,There is a lower chance of succeeding with risks and I prefer to succeed.,-32,month,0,0,controllable,active,Aspect #3,Contra,-1,3,0,3,-3,-1,-39,-117,0,0,1,1,3,3,0.3333333333333333,2,-1,-1
p5po8b0u17,2,1,44,male,16,employed,5k_x,98,98,2,70,279,10,I love to gamble.,41,week,0,1,uncontrollable,active,Aspect #2,Pro,1,3,3,0,3,1,40.333333333333336,121,0,1,0.3333333333333333,1,2,2,0.5,1,0,1
p5po8b0u17,3,0,44,male,16,employed,5k_x,98,98,2,70,279,10,i enjoy risky sports.,34,year,0,1,controllable,active,Aspect #3,Pro,1,3,3,0,3,1,40.333333333333336,121,0,1,0.3333333333333333,1,4,2,0.5,1,0,1
p6k4qd8b38,1,0,33,male,16,employed,3k_4k,100,100,89,81,359,1,"I've got a successful marriage and about to be a father, so no...no risk taking for me.",-50,less_once,0,0,controllable,active,Aspect #1,Contra,-1,2,0,2,-2,-1,-43.5,-87,0,0.5,0.5,0.5,6,6,-1,0,-2,-1
p6k4qd8b38,2,-2,33,male,16,employed,3k_4k,100,100,89,81,359,1,I don't want to risk ruining what I already have in life.,-37,less_once,0,1,uncontrollable,passive,Aspect #2,Contra,-1,2,0,2,-2,-1,-43.5,-87,0,0.5,0.5,0.5,6,6,-1,0,-2,-1
p6mq9bhhpb,1,-1,45,male,14,employed,2k_3k,100,100,29,56,3410,3,I generally try to avoid risks.,-31,day,0,0,NA,NA,Aspect #1,Contra,-1,3,0,3,-3,-1,-31.333333333333332,-94,0,0,1,1,1,2,-1,-1,-1,-1
p6mq9bhhpb,2,-1,45,male,14,employed,2k_3k,100,100,29,56,3410,3,To avoid loss,-35,week,0,0,controllable,active,Aspect #2,Contra,-1,3,0,3,-3,-1,-31.333333333333332,-94,0,0,1,1,2,2,-1,-1,-1,-1
p6mq9bhhpb,3,-1,45,male,14,employed,2k_3k,100,100,29,56,3410,3,To not lose what I have,-28,week,0,0,controllable,active,Aspect #3,Contra,-1,3,0,3,-3,-1,-31.333333333333332,-94,0,0,1,1,2,2,-1,-1,-1,-1
p6n96ubl38,1,0,55,female,12,employed,2k_3k,91,95,61,67,303,6,"I like to take risks if they deem safe, otherwise you don't get too far in life anymore.",39,month,1,1,controllable,passive,Aspect #1,Pro,1,2,2,0,2,1,26,52,1,1,1,0,3,3.5,-0.5,0,-1,1
p6n96ubl38,2,-1,55,female,12,employed,2k_3k,91,95,61,67,303,6,I do like risks because it shows you are willing to do more than thank just inside the box.,13,year,1,1,controllable,passive,Aspect #2,Pro,1,2,2,0,2,1,26,52,1,1,1,0,4,3.5,-0.5,0,-1,1
p74ntiluak,1,-1,33,female,12,unemployed,0_1k,96,96,8,96,490,3,I typically try to avoid risks for my own personal safety.,-42,NA,0,0,NA,active,Aspect #1,Contra,-1,2,0,2,-2,-1,-41,-82,0.5,0,NaN,1,NA,NA,-0.5,0,-1,-1
p74ntiluak,2,0,33,female,12,unemployed,0_1k,96,96,8,96,490,3,I typically try to avoid risks to keep my family safe.,-40,NA,1,0,NA,active,Aspect #2,Contra,-1,2,0,2,-2,-1,-41,-82,0.5,0,NaN,1,NA,NA,-0.5,0,-1,-1
p75s2qi84c,1,-2,57,female,14,employed,0_1k,100,100,0,100,765,1,I tend to not take risks because of danger.,-50,month,0,0,controllable,active,Aspect #1,Contra,-1,10,0,10,-10,-1,-48.1,-481,0,0.2,0.9,1,3,3,-1.7,-1,-2,-1
p75s2qi84c,2,-1,57,female,14,employed,0_1k,100,100,0,100,765,1,I do not like to take risks because they can cost money.,-50,month,0,0,controllable,active,Aspect #2,Contra,-1,10,0,10,-10,-1,-48.1,-481,0,0.2,0.9,1,3,3,-1.7,-1,-2,-1
p75s2qi84c,3,-2,57,female,14,employed,0_1k,100,100,0,100,765,1,I do not like to take risks because I can get hurt.,-50,month,0,0,controllable,NA,Aspect #3,Contra,-1,10,0,10,-10,-1,-48.1,-481,0,0.2,0.9,1,3,3,-1.7,-1,-2,-1
