id,"ratid",id_aspects,rating
100,"r9rhsgcbn1",1404,4
101,"r9rhsgcbn1",1345,1
102,"r9rhsgcbn1",1269,2
103,"r9rhsgcbn1",1357,2
104,"r9rhsgcbn1",1421,4
105,"r9rhsgcbn1",1249,3
106,"r9rhsgcbn1",1352,2
107,"r9rhsgcbn1",1363,4
108,"r9rhsgcbn1",1393,4
109,"rf0hnt7d3p",154,0
110,"r9rhsgcbn1",1322,1
111,"r9rhsgcbn1",1327,2
112,"r9rhsgcbn1",1370,2
113,"rf0hnt7d3p",120,4
114,"r9rhsgcbn1",1408,4
115,"r9rhsgcbn1",1277,4
116,"r9rhsgcbn1",1395,4
117,"r9rhsgcbn1",1383,4
118,"r9rhsgcbn1",1380,3
119,"rf0hnt7d3p",23,2
120,"rf0hnt7d3p",3,4
121,"r9rhsgcbn1",1308,2
122,"r9rhsgcbn1",1261,4
123,"rf0hnt7d3p",42,5
124,"r9rhsgcbn1",1319,4
125,"r9rhsgcbn1",1270,3
126,"rf0hnt7d3p",54,4
127,"rf0hnt7d3p",109,5
128,"rf0hnt7d3p",59,5
129,"rf0hnt7d3p",105,4
130,"r9rhsgcbn1",1428,4
131,"r9rhsgcbn1",1385,4
132,"r9rhsgcbn1",1384,4
133,"r9rhsgcbn1",1360,1
134,"r9rhsgcbn1",1391,1
135,"r9rhsgcbn1",1318,4
136,"r9rhsgcbn1",1379,2
137,"r9rhsgcbn1",1300,4
138,"rf0hnt7d3p",34,3
139,"r9rhsgcbn1",1376,3
140,"r9rhsgcbn1",1415,4
141,"r9rhsgcbn1",1236,2
142,"rf0hnt7d3p",45,3
143,"rf0hnt7d3p",140,4
144,"rf0hnt7d3p",161,4
145,"r9rhsgcbn1",1343,4
146,"r9rhsgcbn1",1336,1
147,"r9rhsgcbn1",1425,4
148,"r9rhsgcbn1",1427,3
149,"r9rhsgcbn1",1365,1
150,"r9rhsgcbn1",1290,4
151,"r9rhsgcbn1",1328,1
152,"r9rhsgcbn1",1286,3
153,"r9rhsgcbn1",1364,4
154,"r9rhsgcbn1",1407,3
155,"r9rhsgcbn1",1241,4
156,"r9rhsgcbn1",1301,2
157,"r9rhsgcbn1",1279,4
158,"r9rhsgcbn1",1307,4
159,"r9rhsgcbn1",1362,2
160,"r9rhsgcbn1",1302,2
161,"r9rhsgcbn1",1366,2
162,"r9rhsgcbn1",1330,3
163,"r9rhsgcbn1",1418,4
164,"r9rhsgcbn1",1304,1
165,"rf0hnt7d3p",9,4
166,"r9rhsgcbn1",1399,2
167,"rf0hnt7d3p",93,3
168,"r9rhsgcbn1",1353,1
169,"r9rhsgcbn1",1259,1
170,"r9rhsgcbn1",1250,3
171,"r9rhsgcbn1",1264,3
172,"rf0hnt7d3p",1,4
173,"r9rhsgcbn1",1354,4
174,"r9rhsgcbn1",1251,2
175,"rf0hnt7d3p",175,5
176,"rf0hnt7d3p",159,5
177,"rf0hnt7d3p",74,4
178,"rf0hnt7d3p",73,5
179,"rf0hnt7d3p",51,3
180,"rf0hnt7d3p",75,4
181,"rf0hnt7d3p",40,3
182,"rf0hnt7d3p",129,3
183,"rf0hnt7d3p",169,4
184,"r9rhsgcbn1",1282,4
185,"r9rhsgcbn1",1228,4
186,"rf0hnt7d3p",183,4
187,"r9rhsgcbn1",1409,4
188,"r9rhsgcbn1",1333,2
189,"rf0hnt7d3p",18,4
190,"r9rhsgcbn1",1293,3
191,"r9rhsgcbn1",1262,4
192,"rf0hnt7d3p",32,3
193,"r9rhsgcbn1",1405,4
194,"r9rhsgcbn1",1306,2
195,"r9rhsgcbn1",1245,3
196,"rf0hnt7d3p",33,3
197,"r9rhsgcbn1",1348,4
198,"r9rhsgcbn1",1401,4
199,"rf0hnt7d3p",117,4
200,"rf0hnt7d3p",134,3
201,"rf0hnt7d3p",36,4
202,"r9rhsgcbn1",1240,3
203,"rf0hnt7d3p",65,3
204,"r9rhsgcbn1",1313,4
205,"r9rhsgcbn1",1232,4
206,"r9rhsgcbn1",1287,4
207,"r9rhsgcbn1",1258,2
208,"rf0hnt7d3p",167,3
209,"r9rhsgcbn1",1309,2
210,"rf0hnt7d3p",139,4
211,"r9rhsgcbn1",1299,2
212,"rf0hnt7d3p",152,2
213,"r9rhsgcbn1",1329,2
214,"rf0hnt7d3p",50,3
215,"r9rhsgcbn1",1288,4
216,"rf0hnt7d3p",71,4
217,"r9rhsgcbn1",1226,4
218,"rf0hnt7d3p",21,5
219,"r9rhsgcbn1",1237,4
220,"rf0hnt7d3p",192,4
221,"r9rhsgcbn1",1349,4
222,"rf0hnt7d3p",77,4
223,"rf0hnt7d3p",100,4
224,"rf0hnt7d3p",19,3
225,"rf0hnt7d3p",52,4
226,"rf0hnt7d3p",62,3
227,"rf0hnt7d3p",80,5
228,"rf0hnt7d3p",113,5
229,"rf0hnt7d3p",103,4
230,"rf0hnt7d3p",142,4
231,"r9rhsgcbn1",1341,4
232,"rf0hnt7d3p",144,5
233,"r9rhsgcbn1",1256,2
234,"r9rhsgcbn1",1429,4
235,"rf0hnt7d3p",118,5
236,"r9rhsgcbn1",1295,4
237,"rf0hnt7d3p",132,4
238,"r9rhsgcbn1",1260,2
239,"rf0hnt7d3p",166,4
240,"r9rhsgcbn1",1314,1
241,"r9rhsgcbn1",1254,4
242,"rf0hnt7d3p",170,3
243,"r9rhsgcbn1",1231,1
244,"r9rhsgcbn1",1276,3
245,"rf0hnt7d3p",86,4
246,"r9rhsgcbn1",1298,3
247,"r9rhsgcbn1",1273,3
248,"r9rhsgcbn1",1359,4
249,"rf0hnt7d3p",27,3
250,"r9rhsgcbn1",1275,2
251,"r9rhsgcbn1",1423,4
252,"r9rhsgcbn1",1324,3
253,"rf0hnt7d3p",2,3
254,"r9rhsgcbn1",1406,4
255,"r9rhsgcbn1",1227,4
256,"r9rhsgcbn1",1392,2
257,"rf0hnt7d3p",63,3
258,"r9rhsgcbn1",1320,1
259,"r9rhsgcbn1",1252,3
260,"r9rhsgcbn1",1303,2
261,"r9rhsgcbn1",1316,1
262,"r9rhsgcbn1",1381,3
263,"rf0hnt7d3p",138,4
264,"rf0hnt7d3p",130,3
265,"rf0hnt7d3p",91,4
266,"rf0hnt7d3p",38,4
267,"rf0hnt7d3p",115,5
268,"rf0hnt7d3p",55,4
269,"rf0hnt7d3p",15,4
270,"rf0hnt7d3p",7,4
271,"rf0hnt7d3p",112,4
272,"rf0hnt7d3p",191,3
273,"rf0hnt7d3p",176,4
274,"rf0hnt7d3p",29,3
275,"rf0hnt7d3p",168,4
276,"rf0hnt7d3p",193,4
277,"rf0hnt7d3p",177,5
278,"rf0hnt7d3p",165,4
279,"rf0hnt7d3p",173,3
280,"rf0hnt7d3p",24,4
281,"rf0hnt7d3p",104,4
282,"rf0hnt7d3p",78,4
283,"rf0hnt7d3p",6,5
284,"rf0hnt7d3p",5,4
285,"rf0hnt7d3p",39,4
286,"rf0hnt7d3p",146,3
287,"rf0hnt7d3p",171,4
288,"rf0hnt7d3p",137,4
289,"rf0hnt7d3p",31,5
290,"rf0hnt7d3p",119,4
291,"rf0hnt7d3p",164,4
292,"rf0hnt7d3p",145,3
293,"rf0hnt7d3p",30,4
294,"rf0hnt7d3p",12,5
295,"rf0hnt7d3p",160,3
296,"rf0hnt7d3p",186,3
297,"rf0hnt7d3p",102,5
298,"rf0hnt7d3p",141,4
299,"rf0hnt7d3p",69,5
300,"rf0hnt7d3p",8,3
301,"rf0hnt7d3p",92,4
302,"rf0hnt7d3p",133,3
303,"rf0hnt7d3p",123,5
304,"rf0hnt7d3p",67,4
305,"rf0hnt7d3p",125,5
306,"rf0hnt7d3p",84,4
307,"rf0hnt7d3p",81,4
308,"rf0hnt7d3p",156,4
309,"rf0hnt7d3p",184,3
310,"rf0hnt7d3p",188,4
311,"rf0hnt7d3p",61,3
312,"rf0hnt7d3p",101,4
313,"rf0hnt7d3p",149,3
314,"rf0hnt7d3p",89,4
315,"rf0hnt7d3p",83,5
316,"rf0hnt7d3p",204,3
317,"rf0hnt7d3p",185,4
318,"rf0hnt7d3p",147,3
319,"rf0hnt7d3p",190,4
320,"rf0hnt7d3p",162,4
321,"rf0hnt7d3p",131,3
322,"rf0hnt7d3p",20,5
323,"rf0hnt7d3p",60,5
324,"rf0hnt7d3p",151,4
325,"rf0hnt7d3p",13,3
326,"rhkqhug3uv",2203,2
327,"rhkqhug3uv",2045,0
328,"rhkqhug3uv",2089,1
329,"rf0hnt7d3p",90,3
330,"rf0hnt7d3p",195,2
331,"rhkqhug3uv",2228,3
332,"rf0hnt7d3p",95,3
333,"rhkqhug3uv",2217,1
334,"rhkqhug3uv",2217,1
335,"rf0hnt7d3p",155,3
336,"rf0hnt7d3p",14,2
337,"rf0hnt7d3p",43,2
338,"rf0hnt7d3p",126,3
339,"rf0hnt7d3p",17,3
340,"rf0hnt7d3p",201,2
341,"rf0hnt7d3p",11,3
342,"rf0hnt7d3p",87,3
343,"rf0hnt7d3p",124,4
344,"rf0hnt7d3p",68,2
345,"rf0hnt7d3p",179,2
346,"rhkqhug3uv",2043,0
347,"rhkqhug3uv",2104,1
348,"rf0hnt7d3p",35,3
349,"rf0hnt7d3p",28,4
350,"rf0hnt7d3p",98,4
351,"rf0hnt7d3p",110,3
352,"rf0hnt7d3p",182,4
353,"rf0hnt7d3p",174,4
354,"rf0hnt7d3p",172,3
355,"rf0hnt7d3p",58,4
356,"rf0hnt7d3p",203,4
357,"rf0hnt7d3p",48,3
358,"rf0hnt7d3p",157,5
359,"rf0hnt7d3p",135,3
360,"rf0hnt7d3p",70,2
361,"rf0hnt7d3p",121,3
362,"rf0hnt7d3p",4,4
363,"rf0hnt7d3p",136,4
364,"rf0hnt7d3p",122,4
365,"rf0hnt7d3p",187,3
366,"rf0hnt7d3p",143,3
367,"rf0hnt7d3p",153,4
368,"rf0hnt7d3p",64,2
369,"rf0hnt7d3p",111,4
370,"rf0hnt7d3p",25,4
371,"rf0hnt7d3p",197,5
372,"rf0hnt7d3p",79,4
373,"rf0hnt7d3p",94,3
374,"rf0hnt7d3p",205,2
375,"rf0hnt7d3p",148,4
376,"rf0hnt7d3p",22,5
377,"rf0hnt7d3p",128,5
378,"rf0hnt7d3p",37,4
379,"rf0hnt7d3p",72,4
380,"rf0hnt7d3p",106,5
381,"rf0hnt7d3p",200,2
382,"rf0hnt7d3p",57,5
383,"rf0hnt7d3p",66,3
384,"rf0hnt7d3p",116,5
385,"rf0hnt7d3p",56,4
386,"rf0hnt7d3p",108,4
387,"rf0hnt7d3p",47,3
388,"rf0hnt7d3p",41,4
389,"rf0hnt7d3p",97,5
390,"rf0hnt7d3p",16,2
391,"rf0hnt7d3p",10,3
392,"rf0hnt7d3p",44,4
393,"rf0hnt7d3p",46,3
394,"rf0hnt7d3p",26,2
395,"rf0hnt7d3p",196,4
396,"rf0hnt7d3p",150,2
397,"rf0hnt7d3p",99,3
398,"rf0hnt7d3p",202,4
399,"rf0hnt7d3p",53,4
400,"rf0hnt7d3p",181,4
401,"rf0hnt7d3p",96,4
402,"rf0hnt7d3p",114,3
403,"rf0hnt7d3p",198,5
404,"rf0hnt7d3p",85,5
405,"rf0hnt7d3p",76,4
406,"rf0hnt7d3p",178,3
407,"rf0hnt7d3p",88,3
408,"rf0hnt7d3p",49,3
409,"rf0hnt7d3p",158,3
410,"rf0hnt7d3p",189,4
411,"rf0hnt7d3p",180,3
412,"rf0hnt7d3p",127,3
413,"rf0hnt7d3p",199,5
414,"rf0hnt7d3p",163,4
415,"rf0hnt7d3p",107,5
416,"rf0hnt7d3p",82,4
417,"rf0hnt7d3p",194,3
418,"relb5ncfn4",1074,2
419,"rqebb48g5n",1599,0
420,"rqebb48g5n",1489,5
421,"rqebb48g5n",1575,3
422,"rqebb48g5n",1513,0
423,"rqebb48g5n",1541,3
424,"rqebb48g5n",1607,1
425,"rqebb48g5n",1530,0
426,"rqebb48g5n",1614,1
427,"rqebb48g5n",1536,5
428,"rqebb48g5n",1620,1
429,"rqebb48g5n",1600,4
430,"rqebb48g5n",1466,0
431,"rqebb48g5n",1598,4
432,"rqebb48g5n",1436,3
433,"rqebb48g5n",1626,0
434,"rqebb48g5n",1560,2
435,"rqebb48g5n",1501,0
436,"rqebb48g5n",1458,4
437,"rqebb48g5n",1449,3
438,"rqebb48g5n",1549,3
439,"rqebb48g5n",1613,3
440,"rqebb48g5n",1456,4
441,"rqebb48g5n",1568,2
442,"rqebb48g5n",1602,2
443,"rqebb48g5n",1518,1
444,"rqebb48g5n",1491,0
445,"rqebb48g5n",1609,1
446,"rqebb48g5n",1504,5
447,"rqebb48g5n",1578,2
448,"rqebb48g5n",1496,0
449,"rqebb48g5n",1534,2
450,"rqebb48g5n",1546,2
451,"rqebb48g5n",1610,1
452,"rhkqhug3uv",2154,1
453,"rhkqhug3uv",2122,3
454,"rhkqhug3uv",2108,4
455,"rhkqhug3uv",2092,4
456,"rhkqhug3uv",2231,0
457,"rhkqhug3uv",2142,1
458,"rhkqhug3uv",2193,5
459,"rhkqhug3uv",2146,4
460,"rhkqhug3uv",2218,0
461,"rhkqhug3uv",2176,4
462,"rhkqhug3uv",2131,4
463,"rhkqhug3uv",2127,3
464,"rhkqhug3uv",2150,4
465,"rhkqhug3uv",2165,2
466,"rhkqhug3uv",2107,4
467,"rhkqhug3uv",2238,0
468,"rhkqhug3uv",2246,0
469,"rhkqhug3uv",2069,0
470,"rhkqhug3uv",2094,0
471,"rhkqhug3uv",2110,0
472,"rhkqhug3uv",2233,0
473,"rhkqhug3uv",2161,4
474,"rhkqhug3uv",2106,3
475,"rhkqhug3uv",2132,1
476,"rhkqhug3uv",2113,0
477,"rhkqhug3uv",2120,0
478,"rhkqhug3uv",2149,0
479,"rhkqhug3uv",2105,0
480,"rhkqhug3uv",2137,0
481,"rhkqhug3uv",2074,0
482,"rhkqhug3uv",2139,2
483,"rhkqhug3uv",2155,0
484,"rhkqhug3uv",2078,3
485,"rhkqhug3uv",2052,3
486,"rhkqhug3uv",2057,1
487,"rhkqhug3uv",2071,3
488,"rhkqhug3uv",2184,1
489,"rhkqhug3uv",2072,4
490,"rj0oahu03i",112,2
491,"rj0oahu03i",7,3
492,"rj0oahu03i",190,3
493,"rj0oahu03i",55,3
494,"rj0oahu03i",159,4
495,"rj0oahu03i",84,3
496,"rj0oahu03i",161,1
497,"rj0oahu03i",155,4
498,"rj0oahu03i",33,2
499,"rj0oahu03i",88,3
500,"rj0oahu03i",111,3
501,"rj0oahu03i",5,2
502,"rj0oahu03i",18,4
503,"rj0oahu03i",158,3
504,"rj0oahu03i",61,2
505,"rj0oahu03i",26,4
506,"rj0oahu03i",191,3
507,"rj0oahu03i",205,2
508,"rj0oahu03i",45,2
509,"rj0oahu03i",125,3
510,"rj0oahu03i",4,4
511,"rj0oahu03i",147,3
512,"rj0oahu03i",194,2
513,"rj0oahu03i",188,2
514,"rj0oahu03i",77,2
515,"rj0oahu03i",58,3
516,"rj0oahu03i",200,2
517,"rj0oahu03i",59,1
518,"rj0oahu03i",130,4
519,"rj0oahu03i",146,2
520,"rj0oahu03i",10,2
521,"rj0oahu03i",49,3
522,"rj0oahu03i",149,2
523,"rj0oahu03i",170,1
524,"rj0oahu03i",94,2
525,"rj0oahu03i",195,3
526,"rj0oahu03i",68,4
527,"rj0oahu03i",178,3
528,"rj0oahu03i",72,2
529,"rj0oahu03i",95,3
530,"rj0oahu03i",132,2
531,"rj0oahu03i",164,1
532,"rj0oahu03i",96,4
533,"rj0oahu03i",145,2
534,"rj0oahu03i",165,3
535,"rj0oahu03i",162,3
536,"rj0oahu03i",185,3
537,"rj0oahu03i",22,2
538,"rj0oahu03i",79,2
539,"rj0oahu03i",41,3
540,"rj0oahu03i",186,2
541,"rj0oahu03i",80,3
542,"rj0oahu03i",9,3
543,"rj0oahu03i",126,3
544,"rj0oahu03i",21,3
545,"rj0oahu03i",167,3
546,"rj0oahu03i",192,4
547,"rj0oahu03i",89,1
548,"rj0oahu03i",119,3
549,"rj0oahu03i",129,2
550,"rj0oahu03i",62,3
551,"rj0oahu03i",124,4
552,"rj0oahu03i",23,3
553,"rj0oahu03i",156,3
554,"rj0oahu03i",184,3
555,"rj0oahu03i",99,2
556,"rj0oahu03i",177,2
557,"rj0oahu03i",34,2
558,"rj0oahu03i",8,3
559,"rj0oahu03i",50,1
560,"rj0oahu03i",110,1
561,"rj0oahu03i",114,4
562,"rj0oahu03i",48,3
563,"rj0oahu03i",53,3
564,"rj0oahu03i",97,2
565,"rj0oahu03i",143,3
566,"rj0oahu03i",40,2
567,"rj0oahu03i",98,4
568,"rj0oahu03i",176,3
569,"rj0oahu03i",102,3
570,"rj0oahu03i",3,3
571,"rj0oahu03i",15,2
572,"rj0oahu03i",127,3
573,"rj0oahu03i",175,3
574,"rj0oahu03i",115,2
575,"rj0oahu03i",202,2
576,"rj0oahu03i",67,2
577,"rj0oahu03i",11,3
578,"rj0oahu03i",204,3
579,"rj0oahu03i",43,3
580,"rj0oahu03i",182,2
581,"rj0oahu03i",120,4
582,"rj0oahu03i",203,5
583,"rj0oahu03i",144,4
584,"rj0oahu03i",85,3
585,"rj0oahu03i",137,3
586,"rj0oahu03i",91,2
587,"rj0oahu03i",76,2
588,"rj0oahu03i",138,2
589,"rj0oahu03i",171,3
590,"rj0oahu03i",117,2
591,"rj0oahu03i",13,3
592,"rj0oahu03i",108,2
593,"rj0oahu03i",116,1
594,"rj0oahu03i",199,4
595,"rj0oahu03i",133,3
596,"rj0oahu03i",168,3
597,"rj0oahu03i",82,3
598,"rj0oahu03i",139,2
599,"rj0oahu03i",87,2
600,"rj0oahu03i",189,1
601,"rj0oahu03i",24,1
602,"rj0oahu03i",198,3
603,"rj0oahu03i",196,3
604,"rj0oahu03i",30,2
605,"rj0oahu03i",92,1
606,"rj0oahu03i",37,2
607,"rj0oahu03i",78,3
608,"rj0oahu03i",6,2
609,"rj0oahu03i",123,3
610,"rj0oahu03i",151,4
611,"rj0oahu03i",93,4
612,"rj0oahu03i",157,3
613,"rj0oahu03i",39,2
614,"rj0oahu03i",14,1
615,"rj0oahu03i",57,2
616,"rj0oahu03i",152,3
617,"rj0oahu03i",90,2
618,"rj0oahu03i",32,3
619,"rj0oahu03i",65,2
620,"rj0oahu03i",66,2
621,"rj0oahu03i",35,3
622,"rj0oahu03i",71,4
623,"rj0oahu03i",44,3
624,"rj0oahu03i",64,2
625,"rj0oahu03i",74,1
626,"rj0oahu03i",163,3
627,"rj0oahu03i",197,2
628,"rj0oahu03i",173,3
629,"rj0oahu03i",172,2
630,"rj0oahu03i",113,1
631,"rj0oahu03i",166,3
632,"rj0oahu03i",36,2
633,"rj0oahu03i",103,4
634,"rj0oahu03i",56,3
635,"rj0oahu03i",54,4
636,"rj0oahu03i",131,3
637,"rj0oahu03i",19,2
638,"rj0oahu03i",150,4
639,"rj0oahu03i",160,3
640,"rj0oahu03i",154,2
641,"rj0oahu03i",1,3
642,"rj0oahu03i",73,3
643,"rj0oahu03i",38,2
644,"rj0oahu03i",25,3
645,"rj0oahu03i",169,4
646,"rj0oahu03i",141,3
647,"rj0oahu03i",60,3
648,"rj0oahu03i",109,4
649,"rj0oahu03i",86,1
650,"rj0oahu03i",46,2
651,"rj0oahu03i",140,1
652,"rj0oahu03i",81,2
653,"rj0oahu03i",63,3
654,"rj0oahu03i",183,3
655,"rj0oahu03i",153,4
656,"rj0oahu03i",104,3
657,"rj0oahu03i",135,1
658,"rj0oahu03i",101,3
659,"rj0oahu03i",106,2
660,"rj0oahu03i",193,4
661,"rj0oahu03i",179,3
662,"rj0oahu03i",20,2
663,"rj0oahu03i",2,1
664,"rj0oahu03i",16,2
665,"rj0oahu03i",31,2
666,"rj0oahu03i",28,3
667,"rj0oahu03i",51,4
668,"rj0oahu03i",134,1
669,"rj0oahu03i",180,2
670,"rj0oahu03i",187,3
671,"rj0oahu03i",121,2
672,"rj0oahu03i",17,3
673,"rj0oahu03i",70,2
674,"rj0oahu03i",52,1
675,"rj0oahu03i",142,3
676,"rj0oahu03i",29,2
677,"rj0oahu03i",42,4
678,"rj0oahu03i",201,2
679,"rj0oahu03i",181,3
680,"rj0oahu03i",122,1
681,"rj0oahu03i",47,2
682,"rj0oahu03i",75,3
683,"rj0oahu03i",12,2
684,"rj0oahu03i",118,3
685,"rj0oahu03i",128,1
686,"rj0oahu03i",83,4
687,"rj0oahu03i",107,2
688,"rj0oahu03i",105,3
689,"rj0oahu03i",69,3
690,"rj0oahu03i",136,4
691,"rj0oahu03i",148,2
692,"rj0oahu03i",174,1
693,"rj0oahu03i",27,1
694,"rj0oahu03i",100,4
695,"r2kuoe9ckq",206,4
696,"r2kuoe9ckq",297,3
697,"r2kuoe9ckq",391,0
698,"r2kuoe9ckq",350,5
699,"r2kuoe9ckq",347,1
700,"r2kuoe9ckq",220,1
701,"r2kuoe9ckq",273,2
702,"r2kuoe9ckq",243,1
703,"r2kuoe9ckq",281,3
704,"r2kuoe9ckq",221,2
705,"r2kuoe9ckq",394,0
706,"r2kuoe9ckq",268,3
707,"r2kuoe9ckq",318,3
708,"r2kuoe9ckq",276,4
709,"r2kuoe9ckq",244,2
710,"r2kuoe9ckq",207,5
711,"r2kuoe9ckq",401,3
712,"r2kuoe9ckq",392,2
713,"r2kuoe9ckq",365,0
714,"r2kuoe9ckq",239,2
715,"r2kuoe9ckq",306,3
716,"r2kuoe9ckq",211,4
717,"r2kuoe9ckq",270,4
718,"r2kuoe9ckq",290,3
719,"r2kuoe9ckq",216,2
720,"r2kuoe9ckq",308,3
721,"r2kuoe9ckq",329,4
722,"r2kuoe9ckq",284,2
723,"r2kuoe9ckq",368,1
724,"r2kuoe9ckq",236,3
725,"r2kuoe9ckq",247,4
726,"r2kuoe9ckq",366,2
727,"r2kuoe9ckq",313,4
728,"r2kuoe9ckq",233,3
729,"r2kuoe9ckq",315,2
730,"r2kuoe9ckq",262,5
731,"r2kuoe9ckq",245,2
732,"r2kuoe9ckq",370,0
733,"r2kuoe9ckq",293,5
734,"r2kuoe9ckq",384,2
735,"r2kuoe9ckq",385,3
736,"r2kuoe9ckq",286,5
737,"r2kuoe9ckq",358,2
738,"r2kuoe9ckq",310,4
739,"r2kuoe9ckq",344,2
740,"r2kuoe9ckq",229,5
741,"r2kuoe9ckq",378,2
742,"r2kuoe9ckq",379,0
743,"r2kuoe9ckq",227,2
744,"r2kuoe9ckq",381,5
745,"r2kuoe9ckq",274,5
746,"r2kuoe9ckq",363,3
747,"r2kuoe9ckq",289,5
748,"r2kuoe9ckq",327,3
749,"r2kuoe9ckq",228,3
750,"r2kuoe9ckq",296,2
751,"r2kuoe9ckq",261,2
752,"r2kuoe9ckq",383,3
753,"r2kuoe9ckq",213,2
754,"r2kuoe9ckq",249,0
755,"r2kuoe9ckq",208,3
756,"r2kuoe9ckq",362,4
757,"r2kuoe9ckq",237,4
758,"r2kuoe9ckq",354,1
759,"r2kuoe9ckq",269,2
760,"r2kuoe9ckq",326,4
761,"r2kuoe9ckq",341,0
762,"r2kuoe9ckq",300,4
763,"r2kuoe9ckq",321,3
764,"r2kuoe9ckq",359,4
765,"r2kuoe9ckq",348,4
766,"r2kuoe9ckq",356,0
767,"r2kuoe9ckq",409,0
768,"r2kuoe9ckq",238,3
769,"r2kuoe9ckq",279,3
770,"r2kuoe9ckq",317,3
771,"r2kuoe9ckq",256,1
772,"r2kuoe9ckq",234,3
773,"rhkvfalfh2",2881,1
774,"r2kuoe9ckq",222,3
775,"rhkvfalfh2",2959,1
776,"r2kuoe9ckq",272,5
777,"rhkvfalfh2",2989,1
778,"rhkvfalfh2",3062,3
779,"r2kuoe9ckq",298,4
780,"rhkvfalfh2",3053,3
781,"rhkvfalfh2",3013,2
782,"rhkvfalfh2",2953,2
783,"rhkvfalfh2",2944,4
784,"rhkvfalfh2",3035,3
785,"rhkvfalfh2",2930,3
786,"rhkvfalfh2",2988,3
787,"rhkvfalfh2",3014,2
788,"rhkvfalfh2",2903,3
789,"rhkvfalfh2",2976,4
